transaction_id,customer_id,product_category,amount,transaction_date,store_location
11690,556,Home,756.24,2023-03-23 04:10:00,Chicago
11691,4252,Home,928.07,2023-03-23 04:20:00,Houston
11692,2050,Books,336.99,2023-03-23 04:30:00,Houston
11693,825,Books,598.72,2023-03-23 04:40:00,LA
11694,2850,Home,279.93,2023-03-23 04:50:00,Chicago
11695,3031,Home,533.89,2023-03-23 05:00:00,LA
11696,1082,Electronics,449.21,2023-03-23 05:10:00,Chicago
11697,3326,Home,462.85,2023-03-23 05:20:00,Chicago
11698,493,Electronics,216.49,2023-03-23 05:30:00,Houston
11699,4765,Electronics,629.25,2023-03-23 05:40:00,LA
11700,75,Home,797.62,2023-03-23 05:50:00,NYC
11701,2992,Home,275.97,2023-03-23 06:00:00,NYC
11702,3361,Books,132.69,2023-03-23 06:10:00,LA
11703,371,Books,262.81,2023-03-23 06:20:00,LA
11704,4683,Electronics,757.68,2023-03-23 06:30:00,Houston
11705,329,Electronics,72.77,2023-03-23 06:40:00,LA
11706,4686,Home,621.62,2023-03-23 06:50:00,LA
11707,1791,Clothing,821.61,2023-03-23 07:00:00,Houston
11708,777,Clothing,803.64,2023-03-23 07:10:00,Houston
11709,2023,Home,987.66,2023-03-23 07:20:00,NYC
11710,4675,Electronics,792.09,2023-03-23 07:30:00,LA
11711,4317,Electronics,143.49,2023-03-23 07:40:00,NYC
11712,1188,Clothing,353.65,2023-03-23 07:50:00,LA
11713,1504,Books,224.81,2023-03-23 08:00:00,NYC
11714,3292,Electronics,382.62,2023-03-23 08:10:00,LA
11715,3326,Home,640.55,2023-03-23 08:20:00,Chicago
11716,188,Electronics,296.93,2023-03-23 08:30:00,LA
11717,1215,Electronics,137.48,2023-03-23 08:40:00,Chicago
11718,3287,Books,717.06,2023-03-23 08:50:00,Houston
11719,3447,Clothing,126.02,2023-03-23 09:00:00,NYC
11720,1110,Books,948.42,2023-03-23 09:10:00,Houston
11721,2522,Home,622.39,2023-03-23 09:20:00,Houston
11722,4940,Home,766.76,2023-03-23 09:30:00,NYC
11723,3880,Books,826.04,2023-03-23 09:40:00,LA
11724,531,Home,646.58,2023-03-23 09:50:00,LA
11725,1071,Home,704.98,2023-03-23 10:00:00,LA
11726,3137,Electronics,792.44,2023-03-23 10:10:00,Houston
11727,963,Home,459.55,2023-03-23 10:20:00,LA
11728,1406,Electronics,12.73,2023-03-23 10:30:00,Chicago
11729,3138,Home,967.32,2023-03-23 10:40:00,LA
11730,517,Clothing,250.29,2023-03-23 10:50:00,Chicago
11731,3165,Books,158.19,2023-03-23 11:00:00,Houston
11732,1492,Clothing,920.02,2023-03-23 11:10:00,Houston
11733,3690,Books,545.83,2023-03-23 11:20:00,Houston
11734,4229,Electronics,282.9,2023-03-23 11:30:00,Houston
11735,4410,Clothing,932.45,2023-03-23 11:40:00,Chicago
11736,591,Books,856.81,2023-03-23 11:50:00,Houston
11737,1544,Electronics,461.25,2023-03-23 12:00:00,Chicago
11738,3057,Home,956.62,2023-03-23 12:10:00,Houston
11739,2207,Home,102.29,2023-03-23 12:20:00,Chicago
11740,3340,Electronics,938.23,2023-03-23 12:30:00,Houston
11741,2709,Books,465.76,2023-03-23 12:40:00,NYC
11742,4030,Electronics,466.82,2023-03-23 12:50:00,Chicago
11743,748,Books,458.79,2023-03-23 13:00:00,Houston
11744,801,Books,436.2,2023-03-23 13:10:00,LA
11745,1498,Books,542.0,2023-03-23 13:20:00,Chicago
11746,1380,Home,995.21,2023-03-23 13:30:00,NYC
11747,680,Books,24.33,2023-03-23 13:40:00,LA
11748,3771,Electronics,505.07,2023-03-23 13:50:00,Chicago
11749,3343,Home,290.79,2023-03-23 14:00:00,LA
11750,897,Books,179.76,2023-03-23 14:10:00,LA
11751,1547,Home,925.84,2023-03-23 14:20:00,NYC
11752,3127,Home,390.64,2023-03-23 14:30:00,Chicago
11753,684,Books,550.93,2023-03-23 14:40:00,LA
11754,1296,Books,931.07,2023-03-23 14:50:00,Houston
11755,1386,Electronics,484.61,2023-03-23 15:00:00,Chicago
11756,943,Home,295.32,2023-03-23 15:10:00,Chicago
11757,3281,Clothing,105.82,2023-03-23 15:20:00,Chicago
11758,1034,Home,602.38,2023-03-23 15:30:00,NYC
11759,2787,Books,912.48,2023-03-23 15:40:00,LA
11760,2234,Clothing,89.95,2023-03-23 15:50:00,LA
11761,3646,Clothing,451.46,2023-03-23 16:00:00,Chicago
11762,1621,Books,667.98,2023-03-23 16:10:00,Houston
11763,3536,Home,109.7,2023-03-23 16:20:00,NYC
11764,3206,Clothing,87.93,2023-03-23 16:30:00,LA
11765,2883,Clothing,212.45,2023-03-23 16:40:00,Houston
11766,4905,Home,140.0,2023-03-23 16:50:00,LA
11767,171,Books,384.04,2023-03-23 17:00:00,Houston
11768,1554,Home,416.09,2023-03-23 17:10:00,NYC
11769,3898,Home,458.22,2023-03-23 17:20:00,LA
11770,1596,Electronics,496.21,2023-03-23 17:30:00,Chicago
11771,1624,Clothing,67.67,2023-03-23 17:40:00,Houston
11772,4123,Books,666.34,2023-03-23 17:50:00,Chicago
11773,1092,Books,736.38,2023-03-23 18:00:00,Chicago
11774,2838,Clothing,145.86,2023-03-23 18:10:00,LA
11775,408,Clothing,234.7,2023-03-23 18:20:00,Houston
11776,4170,Clothing,287.76,2023-03-23 18:30:00,Chicago
11777,680,Books,422.03,2023-03-23 18:40:00,Houston
11778,4945,Home,407.55,2023-03-23 18:50:00,Chicago
11779,4966,Home,213.61,2023-03-23 19:00:00,Houston
11780,237,Books,82.74,2023-03-23 19:10:00,Houston
11781,2775,Home,297.56,2023-03-23 19:20:00,LA
11782,3438,Electronics,781.42,2023-03-23 19:30:00,NYC
11783,3358,Electronics,67.77,2023-03-23 19:40:00,LA
11784,2878,Books,372.5,2023-03-23 19:50:00,Chicago
11785,2424,Home,200.86,2023-03-23 20:00:00,NYC
11786,4715,Electronics,715.39,2023-03-23 20:10:00,Houston
11787,3148,Home,338.13,2023-03-23 20:20:00,LA
11788,1033,Clothing,403.31,2023-03-23 20:30:00,LA
11789,2855,Home,917.93,2023-03-23 20:40:00,NYC
11790,2941,Electronics,615.09,2023-03-23 20:50:00,LA
11791,3702,Electronics,825.58,2023-03-23 21:00:00,NYC
11792,4071,Books,688.06,2023-03-23 21:10:00,LA
11793,3133,Books,960.4,2023-03-23 21:20:00,Chicago
11794,3461,Clothing,575.85,2023-03-23 21:30:00,Houston
11795,4943,Electronics,257.42,2023-03-23 21:40:00,LA
11796,1924,Books,697.42,2023-03-23 21:50:00,LA
11797,634,Books,822.05,2023-03-23 22:00:00,LA
11798,4104,Books,967.9,2023-03-23 22:10:00,NYC
11799,1393,Clothing,621.57,2023-03-23 22:20:00,NYC
11800,3447,Clothing,823.75,2023-03-23 22:30:00,Chicago
11801,3099,Electronics,713.51,2023-03-23 22:40:00,NYC
11802,4945,Clothing,777.29,2023-03-23 22:50:00,LA
11803,62,Electronics,601.79,2023-03-23 23:00:00,LA
11804,2470,Electronics,298.16,2023-03-23 23:10:00,LA
11805,1818,Electronics,96.73,2023-03-23 23:20:00,LA
11806,633,Books,722.71,2023-03-23 23:30:00,LA
11807,4888,Home,831.22,2023-03-23 23:40:00,Houston
11808,2599,Books,773.45,2023-03-23 23:50:00,NYC
11809,3452,Books,49.22,2023-03-24 00:00:00,Houston
11810,1301,Clothing,64.44,2023-03-24 00:10:00,Chicago
11811,2654,Books,112.1,2023-03-24 00:20:00,Chicago
11812,1455,Electronics,826.2,2023-03-24 00:30:00,LA
11813,1139,Home,614.52,2023-03-24 00:40:00,Chicago
11814,3193,Clothing,593.81,2023-03-24 00:50:00,NYC
11815,4621,Home,221.2,2023-03-24 01:00:00,Houston
11816,4995,Clothing,85.79,2023-03-24 01:10:00,NYC
11817,2211,Books,798.16,2023-03-24 01:20:00,NYC
11818,4883,Books,830.12,2023-03-24 01:30:00,LA
11819,3760,Books,258.84,2023-03-24 01:40:00,Chicago
11820,3030,Books,827.7,2023-03-24 01:50:00,Houston
11821,1361,Clothing,319.82,2023-03-24 02:00:00,LA
11822,2427,Clothing,813.85,2023-03-24 02:10:00,Houston
11823,4269,Electronics,77.99,2023-03-24 02:20:00,Chicago
11824,64,Clothing,351.28,2023-03-24 02:30:00,Houston
11825,1346,Clothing,772.71,2023-03-24 02:40:00,LA
11826,975,Books,295.89,2023-03-24 02:50:00,NYC
11827,4162,Electronics,49.89,2023-03-24 03:00:00,Chicago
11828,3629,Home,158.84,2023-03-24 03:10:00,Chicago
11829,1623,Clothing,962.07,2023-03-24 03:20:00,LA
11830,458,Home,604.24,2023-03-24 03:30:00,Houston
11831,3331,Books,185.19,2023-03-24 03:40:00,LA
11832,1741,Books,651.22,2023-03-24 03:50:00,Chicago
11833,3027,Home,627.08,2023-03-24 04:00:00,NYC
11834,1955,Home,413.72,2023-03-24 04:10:00,LA
11835,280,Electronics,670.11,2023-03-24 04:20:00,Chicago
11836,2392,Clothing,120.69,2023-03-24 04:30:00,Chicago
11837,1041,Clothing,328.2,2023-03-24 04:40:00,Chicago
11838,962,Clothing,47.21,2023-03-24 04:50:00,NYC
11839,3846,Clothing,915.32,2023-03-24 05:00:00,NYC
11840,1218,Electronics,894.06,2023-03-24 05:10:00,Chicago
11841,3221,Books,211.91,2023-03-24 05:20:00,Chicago
11842,375,Home,710.58,2023-03-24 05:30:00,LA
11843,4131,Books,814.93,2023-03-24 05:40:00,Houston
11844,1393,Electronics,413.13,2023-03-24 05:50:00,NYC
11845,2077,Clothing,818.77,2023-03-24 06:00:00,Houston
11846,775,Books,497.47,2023-03-24 06:10:00,LA
11847,4317,Clothing,799.23,2023-03-24 06:20:00,NYC
11848,3425,Home,759.78,2023-03-24 06:30:00,Chicago
11849,2124,Books,566.29,2023-03-24 06:40:00,LA
11850,4590,Clothing,512.28,2023-03-24 06:50:00,Chicago
11851,3594,Electronics,299.85,2023-03-24 07:00:00,LA
11852,280,Home,417.31,2023-03-24 07:10:00,NYC
11853,4842,Clothing,397.82,2023-03-24 07:20:00,Chicago
11854,2812,Clothing,112.23,2023-03-24 07:30:00,Houston
11855,2343,Electronics,528.84,2023-03-24 07:40:00,NYC
11856,1475,Home,584.51,2023-03-24 07:50:00,LA
11857,1858,Electronics,969.32,2023-03-24 08:00:00,NYC
11858,2890,Home,290.05,2023-03-24 08:10:00,NYC
11859,1060,Clothing,405.46,2023-03-24 08:20:00,NYC
11860,1923,Clothing,556.36,2023-03-24 08:30:00,LA
11861,3800,Home,854.5,2023-03-24 08:40:00,Chicago
11862,4593,Clothing,265.38,2023-03-24 08:50:00,Houston
11863,2474,Books,241.97,2023-03-24 09:00:00,LA
11864,4140,Clothing,536.56,2023-03-24 09:10:00,LA
11865,1852,Home,137.28,2023-03-24 09:20:00,Chicago
11866,3542,Books,699.46,2023-03-24 09:30:00,NYC
11867,4550,Home,861.19,2023-03-24 09:40:00,NYC
11868,595,Books,39.21,2023-03-24 09:50:00,NYC
11869,507,Books,203.02,2023-03-24 10:00:00,NYC
11870,4890,Electronics,583.33,2023-03-24 10:10:00,NYC
11871,21,Electronics,829.51,2023-03-24 10:20:00,Chicago
11872,1400,Books,495.17,2023-03-24 10:30:00,LA
11873,3202,Books,786.51,2023-03-24 10:40:00,Houston
11874,2462,Books,428.03,2023-03-24 10:50:00,Houston
11875,3679,Electronics,393.66,2023-03-24 11:00:00,Houston
11876,337,Electronics,189.84,2023-03-24 11:10:00,LA
11877,1668,Electronics,160.08,2023-03-24 11:20:00,NYC
11878,3577,Books,747.82,2023-03-24 11:30:00,NYC
11879,910,Books,177.67,2023-03-24 11:40:00,Chicago
11880,276,Home,413.66,2023-03-24 11:50:00,Chicago
11881,892,Clothing,549.55,2023-03-24 12:00:00,NYC
11882,13,Clothing,271.75,2023-03-24 12:10:00,LA
11883,4058,Electronics,834.08,2023-03-24 12:20:00,Chicago
11884,3026,Electronics,410.72,2023-03-24 12:30:00,Houston
11885,974,Clothing,382.97,2023-03-24 12:40:00,Houston
11886,4271,Electronics,186.4,2023-03-24 12:50:00,Houston
11887,3971,Books,227.6,2023-03-24 13:00:00,Houston
11888,1409,Clothing,298.37,2023-03-24 13:10:00,NYC
11889,1944,Books,355.84,2023-03-24 13:20:00,NYC
11890,2289,Clothing,704.28,2023-03-24 13:30:00,Houston
11891,547,Clothing,996.34,2023-03-24 13:40:00,Houston
11892,1219,Electronics,511.49,2023-03-24 13:50:00,Houston
11893,1421,Books,708.3,2023-03-24 14:00:00,NYC
11894,1455,Books,251.27,2023-03-24 14:10:00,Houston
11895,3378,Home,947.63,2023-03-24 14:20:00,Houston
11896,2773,Books,812.29,2023-03-24 14:30:00,NYC
11897,4099,Books,688.23,2023-03-24 14:40:00,NYC
11898,2739,Electronics,320.26,2023-03-24 14:50:00,Houston
11899,3748,Home,90.79,2023-03-24 15:00:00,LA
11900,1843,Books,968.54,2023-03-24 15:10:00,NYC
11901,747,Electronics,727.95,2023-03-24 15:20:00,LA
11902,2817,Clothing,145.21,2023-03-24 15:30:00,NYC
11903,872,Books,556.32,2023-03-24 15:40:00,Houston
11904,495,Electronics,614.9,2023-03-24 15:50:00,Houston
11905,3445,Clothing,449.02,2023-03-24 16:00:00,LA
11906,4724,Books,477.05,2023-03-24 16:10:00,Chicago
11907,1076,Books,550.53,2023-03-24 16:20:00,NYC
11908,3995,Electronics,803.49,2023-03-24 16:30:00,Chicago
11909,4238,Clothing,813.57,2023-03-24 16:40:00,Chicago
11910,46,Clothing,960.99,2023-03-24 16:50:00,Houston
11911,3057,Clothing,180.18,2023-03-24 17:00:00,Chicago
11912,2058,Clothing,119.15,2023-03-24 17:10:00,LA
11913,664,Books,614.43,2023-03-24 17:20:00,NYC
11914,4669,Clothing,706.8,2023-03-24 17:30:00,Chicago
11915,2030,Electronics,346.54,2023-03-24 17:40:00,LA
11916,2697,Electronics,985.0,2023-03-24 17:50:00,NYC
11917,640,Books,842.78,2023-03-24 18:00:00,Chicago
11918,2664,Electronics,498.2,2023-03-24 18:10:00,NYC
11919,2746,Home,726.96,2023-03-24 18:20:00,NYC
11920,4965,Books,458.53,2023-03-24 18:30:00,NYC
11921,4949,Home,207.63,2023-03-24 18:40:00,Houston
11922,4403,Clothing,167.77,2023-03-24 18:50:00,Chicago
11923,2596,Home,297.08,2023-03-24 19:00:00,Chicago
11924,3428,Books,896.77,2023-03-24 19:10:00,LA
11925,395,Clothing,381.98,2023-03-24 19:20:00,Houston
11926,3598,Electronics,907.64,2023-03-24 19:30:00,Chicago
11927,4845,Books,800.13,2023-03-24 19:40:00,LA
11928,2333,Clothing,610.85,2023-03-24 19:50:00,Houston
11929,330,Books,898.45,2023-03-24 20:00:00,LA
11930,2098,Clothing,197.57,2023-03-24 20:10:00,NYC
11931,773,Books,85.46,2023-03-24 20:20:00,Houston
11932,1646,Books,752.87,2023-03-24 20:30:00,LA
11933,1733,Books,906.36,2023-03-24 20:40:00,NYC
11934,4474,Books,389.26,2023-03-24 20:50:00,Chicago
11935,1788,Home,14.61,2023-03-24 21:00:00,NYC
11936,1624,Clothing,768.67,2023-03-24 21:10:00,LA
11937,1000,Clothing,371.29,2023-03-24 21:20:00,Houston
11938,1849,Books,589.77,2023-03-24 21:30:00,LA
11939,1562,Books,217.3,2023-03-24 21:40:00,Houston
11940,774,Electronics,684.51,2023-03-24 21:50:00,Chicago
11941,1804,Clothing,536.58,2023-03-24 22:00:00,Houston
11942,1099,Home,37.84,2023-03-24 22:10:00,NYC
11943,2051,Clothing,16.06,2023-03-24 22:20:00,LA
11944,1599,Clothing,443.36,2023-03-24 22:30:00,LA
11945,748,Clothing,172.3,2023-03-24 22:40:00,Chicago
11946,3974,Electronics,906.58,2023-03-24 22:50:00,Chicago
11947,2323,Home,113.32,2023-03-24 23:00:00,NYC
11948,1554,Books,719.02,2023-03-24 23:10:00,Houston
11949,1616,Home,356.45,2023-03-24 23:20:00,Chicago
11950,3755,Books,935.62,2023-03-24 23:30:00,Houston
11951,4425,Books,141.6,2023-03-24 23:40:00,LA
11952,2303,Home,779.95,2023-03-24 23:50:00,Chicago
11953,4222,Electronics,959.63,2023-03-25 00:00:00,Houston
11954,4863,Electronics,957.41,2023-03-25 00:10:00,NYC
11955,3656,Books,263.64,2023-03-25 00:20:00,Chicago
11956,3396,Electronics,303.5,2023-03-25 00:30:00,LA
11957,217,Electronics,157.99,2023-03-25 00:40:00,NYC
11958,3317,Electronics,378.91,2023-03-25 00:50:00,Houston
11959,1360,Electronics,685.27,2023-03-25 01:00:00,Houston
11960,3775,Books,20.65,2023-03-25 01:10:00,Chicago
11961,4928,Electronics,653.8,2023-03-25 01:20:00,NYC
11962,4278,Home,27.65,2023-03-25 01:30:00,Houston
11963,4430,Home,670.73,2023-03-25 01:40:00,LA
11964,4607,Books,842.02,2023-03-25 01:50:00,Chicago
11965,4479,Clothing,366.56,2023-03-25 02:00:00,NYC
11966,1897,Electronics,412.56,2023-03-25 02:10:00,NYC
11967,4428,Home,730.38,2023-03-25 02:20:00,Houston
11968,900,Clothing,811.18,2023-03-25 02:30:00,NYC
11969,642,Home,999.65,2023-03-25 02:40:00,Chicago
11970,4730,Home,545.2,2023-03-25 02:50:00,LA
11971,3628,Clothing,856.04,2023-03-25 03:00:00,Chicago
11972,196,Electronics,65.55,2023-03-25 03:10:00,Chicago
11973,1894,Books,116.01,2023-03-25 03:20:00,Chicago
11974,3276,Books,871.71,2023-03-25 03:30:00,Houston
11975,4051,Books,384.65,2023-03-25 03:40:00,NYC
11976,4554,Electronics,233.8,2023-03-25 03:50:00,LA
11977,4926,Electronics,411.18,2023-03-25 04:00:00,LA
11978,2305,Home,530.36,2023-03-25 04:10:00,LA
11979,3601,Books,330.87,2023-03-25 04:20:00,LA
11980,3344,Books,205.68,2023-03-25 04:30:00,Chicago
11981,2057,Home,46.64,2023-03-25 04:40:00,Houston
11982,2809,Home,769.91,2023-03-25 04:50:00,NYC
11983,1225,Clothing,904.94,2023-03-25 05:00:00,Chicago
11984,887,Clothing,27.04,2023-03-25 05:10:00,Houston
11985,393,Electronics,355.97,2023-03-25 05:20:00,LA
11986,1676,Books,893.74,2023-03-25 05:30:00,NYC
11987,3191,Home,30.47,2023-03-25 05:40:00,Houston
11988,2447,Books,734.16,2023-03-25 05:50:00,NYC
11989,3906,Electronics,250.86,2023-03-25 06:00:00,LA
11990,3339,Books,775.3,2023-03-25 06:10:00,Houston
11991,3592,Home,682.47,2023-03-25 06:20:00,NYC
11992,3767,Home,941.8,2023-03-25 06:30:00,Chicago
11993,2528,Home,313.56,2023-03-25 06:40:00,Chicago
11994,2182,Electronics,160.04,2023-03-25 06:50:00,Houston
11995,3765,Home,500.09,2023-03-25 07:00:00,Chicago
11996,355,Clothing,984.98,2023-03-25 07:10:00,Houston
11997,2632,Home,50.02,2023-03-25 07:20:00,NYC
11998,1522,Books,186.59,2023-03-25 07:30:00,LA
11999,2673,Home,858.7,2023-03-25 07:40:00,Houston
12000,3179,Home,689.44,2023-03-25 07:50:00,Houston
12001,2338,Books,430.66,2023-03-25 08:00:00,Houston
12002,629,Electronics,498.72,2023-03-25 08:10:00,LA
12003,2680,Electronics,263.25,2023-03-25 08:20:00,NYC
12004,4423,Electronics,962.82,2023-03-25 08:30:00,Houston
12005,1439,Electronics,349.6,2023-03-25 08:40:00,Chicago
12006,1422,Home,386.07,2023-03-25 08:50:00,LA
12007,1127,Home,474.38,2023-03-25 09:00:00,LA
12008,2684,Clothing,221.51,2023-03-25 09:10:00,LA
12009,1781,Electronics,204.52,2023-03-25 09:20:00,LA
12010,1532,Books,604.63,2023-03-25 09:30:00,Houston
12011,1915,Books,776.95,2023-03-25 09:40:00,Houston
12012,1233,Books,754.65,2023-03-25 09:50:00,Houston
12013,1957,Books,569.96,2023-03-25 10:00:00,NYC
12014,393,Clothing,642.53,2023-03-25 10:10:00,Houston
12015,826,Clothing,568.05,2023-03-25 10:20:00,LA
12016,2964,Clothing,876.18,2023-03-25 10:30:00,NYC
12017,2396,Electronics,393.56,2023-03-25 10:40:00,Chicago
12018,4146,Home,132.06,2023-03-25 10:50:00,LA
12019,4896,Books,441.14,2023-03-25 11:00:00,Chicago
12020,1793,Books,872.08,2023-03-25 11:10:00,Chicago
12021,3065,Clothing,901.77,2023-03-25 11:20:00,NYC
12022,1364,Electronics,593.59,2023-03-25 11:30:00,NYC
12023,2349,Clothing,71.62,2023-03-25 11:40:00,Houston
12024,3552,Books,725.13,2023-03-25 11:50:00,Chicago
12025,3629,Books,656.52,2023-03-25 12:00:00,NYC
12026,3337,Clothing,457.17,2023-03-25 12:10:00,Chicago
12027,1566,Books,171.37,2023-03-25 12:20:00,NYC
12028,3668,Home,610.4,2023-03-25 12:30:00,NYC
12029,2214,Home,487.48,2023-03-25 12:40:00,LA
12030,4097,Clothing,69.82,2023-03-25 12:50:00,Chicago
12031,1020,Home,403.83,2023-03-25 13:00:00,Chicago
12032,1285,Home,939.31,2023-03-25 13:10:00,NYC
12033,63,Clothing,417.36,2023-03-25 13:20:00,LA
12034,2531,Clothing,435.12,2023-03-25 13:30:00,Houston
12035,3393,Clothing,561.86,2023-03-25 13:40:00,NYC
12036,3273,Home,304.15,2023-03-25 13:50:00,LA
12037,2270,Books,82.8,2023-03-25 14:00:00,LA
12038,4248,Electronics,605.25,2023-03-25 14:10:00,Chicago
12039,644,Books,500.12,2023-03-25 14:20:00,Chicago
12040,4722,Clothing,686.41,2023-03-25 14:30:00,LA
12041,217,Books,481.65,2023-03-25 14:40:00,Chicago
12042,196,Electronics,254.86,2023-03-25 14:50:00,Houston
12043,3865,Books,390.53,2023-03-25 15:00:00,Houston
12044,3274,Clothing,23.37,2023-03-25 15:10:00,NYC
12045,2695,Electronics,163.6,2023-03-25 15:20:00,NYC
12046,3213,Home,788.15,2023-03-25 15:30:00,NYC
12047,2756,Books,932.36,2023-03-25 15:40:00,NYC
12048,1522,Home,371.47,2023-03-25 15:50:00,LA
12049,1081,Home,928.18,2023-03-25 16:00:00,LA
12050,722,Electronics,639.12,2023-03-25 16:10:00,NYC
12051,1563,Home,287.66,2023-03-25 16:20:00,NYC
12052,640,Home,603.76,2023-03-25 16:30:00,Chicago
12053,4261,Books,810.03,2023-03-25 16:40:00,Houston
12054,4311,Electronics,787.99,2023-03-25 16:50:00,LA
12055,3788,Clothing,886.25,2023-03-25 17:00:00,Houston
12056,3737,Clothing,789.31,2023-03-25 17:10:00,LA
12057,90,Electronics,698.59,2023-03-25 17:20:00,LA
12058,2922,Home,389.86,2023-03-25 17:30:00,NYC
12059,1252,Books,187.94,2023-03-25 17:40:00,LA
12060,1103,Home,121.53,2023-03-25 17:50:00,Chicago
12061,4704,Clothing,814.54,2023-03-25 18:00:00,LA
12062,349,Books,769.06,2023-03-25 18:10:00,LA
12063,3914,Electronics,895.49,2023-03-25 18:20:00,Chicago
12064,4053,Home,79.94,2023-03-25 18:30:00,NYC
12065,2942,Home,638.95,2023-03-25 18:40:00,NYC
12066,246,Books,723.26,2023-03-25 18:50:00,Chicago
12067,272,Home,418.43,2023-03-25 19:00:00,Houston
12068,2031,Electronics,536.11,2023-03-25 19:10:00,Chicago
12069,4499,Books,501.59,2023-03-25 19:20:00,Houston
12070,3188,Electronics,440.59,2023-03-25 19:30:00,NYC
12071,3507,Electronics,297.71,2023-03-25 19:40:00,Chicago
12072,1466,Electronics,989.12,2023-03-25 19:50:00,NYC
12073,1196,Electronics,884.54,2023-03-25 20:00:00,Houston
12074,3088,Home,788.71,2023-03-25 20:10:00,Chicago
12075,3009,Books,843.45,2023-03-25 20:20:00,NYC
12076,3824,Home,838.97,2023-03-25 20:30:00,Houston
12077,1615,Clothing,84.03,2023-03-25 20:40:00,Chicago
12078,1127,Electronics,579.01,2023-03-25 20:50:00,NYC
12079,4380,Electronics,476.0,2023-03-25 21:00:00,NYC
12080,517,Clothing,206.75,2023-03-25 21:10:00,NYC
12081,2666,Clothing,268.6,2023-03-25 21:20:00,Chicago
12082,1302,Electronics,149.89,2023-03-25 21:30:00,Houston
12083,612,Home,478.56,2023-03-25 21:40:00,LA
12084,750,Home,263.77,2023-03-25 21:50:00,Chicago
12085,1857,Electronics,220.41,2023-03-25 22:00:00,Chicago
12086,400,Books,553.23,2023-03-25 22:10:00,Chicago
12087,1527,Clothing,220.52,2023-03-25 22:20:00,LA
12088,2025,Home,593.72,2023-03-25 22:30:00,Chicago
12089,320,Books,163.98,2023-03-25 22:40:00,Houston
12090,336,Electronics,708.57,2023-03-25 22:50:00,Chicago
12091,2099,Electronics,310.17,2023-03-25 23:00:00,LA
12092,174,Home,765.76,2023-03-25 23:10:00,LA
12093,4020,Home,798.55,2023-03-25 23:20:00,LA
12094,1642,Electronics,985.94,2023-03-25 23:30:00,Chicago
12095,501,Home,26.37,2023-03-25 23:40:00,Houston
12096,3647,Home,811.8,2023-03-25 23:50:00,Chicago
12097,2364,Home,487.07,2023-03-26 00:00:00,Houston
12098,1857,Electronics,131.5,2023-03-26 00:10:00,LA
12099,3153,Clothing,760.12,2023-03-26 00:20:00,Chicago
12100,1897,Books,75.15,2023-03-26 00:30:00,Houston
12101,1719,Clothing,869.0,2023-03-26 00:40:00,Chicago
12102,1779,Electronics,636.05,2023-03-26 00:50:00,Chicago
12103,4793,Books,196.8,2023-03-26 01:00:00,Houston
12104,3058,Electronics,684.08,2023-03-26 01:10:00,NYC
12105,4828,Clothing,175.63,2023-03-26 01:20:00,Chicago
12106,2714,Electronics,569.76,2023-03-26 01:30:00,Houston
12107,3829,Home,14.93,2023-03-26 01:40:00,Chicago
12108,4748,Home,937.86,2023-03-26 01:50:00,NYC
12109,1095,Clothing,73.34,2023-03-26 02:00:00,Chicago
12110,46,Home,752.32,2023-03-26 02:10:00,Chicago
12111,1446,Clothing,707.96,2023-03-26 02:20:00,NYC
12112,2197,Electronics,655.05,2023-03-26 02:30:00,Chicago
12113,3202,Electronics,48.72,2023-03-26 02:40:00,Houston
12114,456,Clothing,658.96,2023-03-26 02:50:00,Chicago
12115,1663,Books,616.69,2023-03-26 03:00:00,Houston
12116,2925,Clothing,636.31,2023-03-26 03:10:00,LA
12117,966,Books,542.91,2023-03-26 03:20:00,Chicago
12118,4965,Clothing,337.15,2023-03-26 03:30:00,Chicago
12119,1529,Electronics,241.82,2023-03-26 03:40:00,Houston
12120,2977,Home,461.75,2023-03-26 03:50:00,Houston
12121,3072,Clothing,391.06,2023-03-26 04:00:00,Houston
12122,4870,Books,690.84,2023-03-26 04:10:00,LA
12123,2522,Home,277.96,2023-03-26 04:20:00,LA
12124,1127,Books,793.78,2023-03-26 04:30:00,LA
12125,3405,Books,980.07,2023-03-26 04:40:00,Chicago
12126,4493,Books,701.57,2023-03-26 04:50:00,Houston
12127,2344,Books,517.2,2023-03-26 05:00:00,Chicago
12128,107,Clothing,179.62,2023-03-26 05:10:00,Chicago
12129,2578,Home,982.31,2023-03-26 05:20:00,LA
12130,3155,Home,279.98,2023-03-26 05:30:00,Houston
12131,4384,Home,572.69,2023-03-26 05:40:00,NYC
12132,4054,Home,448.08,2023-03-26 05:50:00,LA
12133,4802,Electronics,207.33,2023-03-26 06:00:00,NYC
12134,215,Electronics,783.01,2023-03-26 06:10:00,Houston
12135,4440,Clothing,126.67,2023-03-26 06:20:00,Chicago
12136,4290,Home,435.53,2023-03-26 06:30:00,NYC
12137,4254,Electronics,219.26,2023-03-26 06:40:00,LA
12138,465,Home,554.09,2023-03-26 06:50:00,Chicago
12139,2373,Clothing,862.19,2023-03-26 07:00:00,NYC
12140,592,Books,891.89,2023-03-26 07:10:00,NYC
12141,2189,Clothing,535.19,2023-03-26 07:20:00,Chicago
12142,884,Electronics,249.21,2023-03-26 07:30:00,Chicago
12143,4159,Electronics,389.63,2023-03-26 07:40:00,NYC
